num_admin_pages,admin_duration,num_info_pages,info_duration,num_product_pages,product_duration,bounce_rate,exit_rate,page_value,special_day_score,month,operating_system,browser,region,traffic_type,visitor_type,is_weekend,engagement_score,abandonment_score,high_intent
0,0,0,0,4,33,0.05,0.1,,0,May,2,10,1,3,,0,3.010544209846465,0.075,0
6,153.275,3,394,25,599.1,0.013333333,0.030151515,22.3392,0,May,1,1,3,4,Returning_Visitor,1,13.158838523198186,0.021742424,1
0,0,0,0,14,115.6666667,0.057142857,0.076190476,0,0,May,3,2,1,13,Returning_Visitor,0,7.503728346440426,0.066666667,0
7,190.5833333,2,1131,46,5492.366667,0.019090909,0.043948052,8.567142857,0,May,2,6,6,6,Returning_Visitor,0,22.244518633119515,0.031519481,0
0,0,0,0,4,46.25,0.05,0.066666667,0,0,Nov,3,2,6,13,Returning_Visitor,0,3.1421810615759007,0.058333334,0
0,0,1,25,43,2053.933333,0.012878788,0.039015152,0,0,May,2,5,6,3,Returning_Visitor,1,20.451199474016626,0.02594697,0
6,47.3,0,0,14,858.2,0,0.010526316,0,0,Oct,4,1,3,5,New_Visitor,0,8.302400689501841,0.005263158,1
0,0,0,0,6,317.5,0,0.04,0,0,May,1,1,3,4,,1,4.7054489900048875,0.02,0
0,0,0,0,4,,,0.05,14.53547145,0,,2,6,3,5,Returning_Visitor,0,3.9007750066172995,0.025,0
3,41,0,0,32,1130.84697,0.014705882,0.01806184,0,0,May,1,1,2,3,Returning_Visitor,1,15.612642425644951,0.016383861,0
0,0,0,0,20,301,0.005555556,0.066666667,0,0,Dec,1,1,1,2,Returning_Visitor,0,10.284170806949948,0.036111112,0
3,100,0,0,8,127.6666667,0,0.005,0,0,May,3,2,4,2,Returning_Visitor,0,5.142890032422316,0.0025,0
0,0,2,21,12,144.5,,0.05,0,0,Dec,2,2,2,1,Returning_Visitor,0,7.192070435,0.032142857000000004,0
0,0,0,0,3,78.33333333,0,0.022222222,0,0,Mar,2,2,7,11,Returning_Visitor,0,2.949463353984539,0.011111111,0
3,444.7,0,0,59,3296.55,0.006666667,0.0265,0,0,Jul,2,2,4,13,Returning_Visitor,0,26.84037401899152,0.016583334,0
0,0,0,0,20,2280.833333,0.01,0.038333333,0,0,May,1,1,1,4,,0,11.093093796903847,0.024166667,0
14,1155.666667,0,0,20,1069.16829,0,0.013,0,0,Mar,2,5,1,3,Returning_Visitor,1,10.790228478185009,0.0065,0
0,0,0,0,15,1074.428571,0.015384615,0.021538462,0,0,Mar,3,2,1,1,Returning_Visitor,0,8.792189812724557,0.018461539,0
5,44.74,3,129.75,18,390.4566667,0,0.019230769,0,0,Aug,2,2,1,4,Returning_Visitor,0,10.187949929596755,0.009615385,0
0,0,0,0,3,74,0,0.022222222,0,0,May,3,2,2,2,Returning_Visitor,1,2.926995245414524,0.011111111,0
0,0,0,0,18,5188.5,0,0.05,0,0,,2,5,1,1,Returning_Visitor,0,10.621757052962138,0.025,0
0,0,0,0,9,719.5833333,0.022222222,0.055555556,0,0,Nov,2,4,4,2,Returning_Visitor,0,6.232024427650469,0.038888888999999996,0
0,0,0,0,8,148.5,0,0.014285714,0,0,Dec,1,1,1,1,Returning_Visitor,1,5.202918557132296,0.007142857,0
1,5,0,0,9,95.3,0,0.02,0,0,,2,2,2,3,Returning_Visitor,0,5.426987327521632,0.01,0
0,0,1,68.5,25,927,0.007692308,0.034615385,,0,Nov,2,2,3,2,Returning_Visitor,1,12.93321269311448,0.021153847,0
4,36,0,0,28,708.9166667,0,0.003846154,0,0,,2,6,1,3,New_Visitor,0,13.826059036920718,0.001923077,0
0,0,3,55.4,36,1018.018025,0.01025641,0.038075929,0,0,Nov,2,2,1,2,Returning_Visitor,0,17.77063788879079,0.02416617,0
0,0,0,0,31,502.9666667,0.012903226,0.04516129,0,0,Oct,2,2,2,1,Returning_Visitor,0,14.889004051353675,0.029032258,0
6,82.01111111,2,211.6,162,6117.814359,0,0.003964551,22.36033441,0,,2,2,1,6,Returning_Visitor,0,68.68764944981933,0.001982276,1
0,0,0,0,5,277,0,0.04,0,0,May,2,2,6,13,Returning_Visitor,0,4.251048445476255,0.02,0
0,0,0,0,15,431.2,0,0.007142857,0,0,Sep,2,5,9,5,New_Visitor,0,8.427555377629115,0.003571429,0
0,0,0,0,2,8,0,0.1,0,0,Dec,1,1,1,2,New_Visitor,1,1.678889830934488,0.05,0
2,214.6,3,34.4,1,165.2,0,0.033333333,0,0,Jul,2,2,7,2,Returning_Visitor,0,3.0452767529685394,0.016666667,0
2,58.5,0,0,37,1351.908333,0.005405405,0.018670099,5.464243549,0,Dec,2,2,3,1,Returning_Visitor,0,17.684004749980687,0.012037751999999999,0
9,64.08823529,1,21,51,1933.89893,0.011259259,0.032132434,0,0.8,May,2,2,6,13,Returning_Visitor,0,23.62712414861663,0.021695847,0
0,0,0,0,61,4501.4337,0.015,0.036678391,0,0.2,,4,5,3,2,Returning_Visitor,0,27.764949340715603,0.025839196,0
3,19.25,0,0,8,713.5833333,0,0.046969697,0,0,Nov,3,2,1,10,Returning_Visitor,1,5.828679848879798,0.023484849,0
0,0,0,0,11,205.7,0,0.022222222,18.85086521,0,Dec,1,1,1,8,New_Visitor,0,6.532507386675089,0.011111111,1
6,104.4,1,0,32,,0,0.014285714,20.503488,0,Nov,2,4,1,1,Returning_Visitor,0,15.71230952688854,0.007142857,1
0,0,0,0,38,1244.35,0.039473684,0.053909774,0,0,Dec,1,1,1,2,Returning_Visitor,0,18.050868757555484,0.046691729,0
0,0,0,0,16,177.5,0.025,0.0875,0,0.6,May,4,2,1,6,Returning_Visitor,0,8.473835440487878,0.056249999999999994,0
1,55.5,1,18,19,444.75,0,0.010526316,21.2112655,0,Nov,2,5,1,10,New_Visitor,0,10.2399033,0.005263158,1
0,0,0,0,6,1566.5,,0.066666667,0,0.2,Feb,1,1,1,3,Returning_Visitor,0,5.3428949090028315,0.058333334,0
3,37.58333333,0,0,67,1982.523611,0.004411765,0.010971792,0,0,,2,2,3,1,Returning_Visitor,0,29.837052057435642,0.007691778,0
4,151,0,0,30,1547.233333,0,0.012121212,28.40448178,0,Sep,2,2,2,2,Returning_Visitor,1,14.937947909881162,0.006060606,1
5,27.4,0,0,5,51.2,0,0.005,0,0,Aug,2,2,2,2,New_Visitor,0,3.5820329979554373,0.0025,1
2,114,0,0,24,368.3333333,0.092592593,0.114285714,0,0.4,May,3,2,4,3,Returning_Visitor,0,11.964679831419549,0.10343915349999999,0
7,218.8333333,0,0,33,916.4583333,0,0.013333333,0,0,Dec,2,2,1,2,Returning_Visitor,0,15.928642866240205,0.006666667,0
1,20,2,39.5,156,8613.257312,,0.015117319,0,0,Nov,1,1,1,2,Returning_Visitor,1,66.42446957461604,0.010703314,1
2,10,2,451.5,27,1686.966667,0.006451613,0.023502304,7.964649501,0,Mar,2,6,7,2,Returning_Visitor,0,14.172511971169206,0.014976958500000002,0
0,0,0,0,27,520,0,0.003703704,0,0,,8,2,3,20,New_Visitor,0,13.302300016701349,0.001851852,0
0,0,1,0,23,489.25,,0.032173913,0,0,May,2,5,5,2,Returning_Visitor,0,11.877966186030584,0.016956522,0
4,61.5,0,0,40,1115.878205,,0.003216374,0,0,May,3,2,1,11,New_Visitor,0,18.80731710220938,0.001608187,0
0,0,0,0,22,987.6,0.009090909,0.015151515,0,0,Oct,2,2,1,4,Returning_Visitor,1,11.558515920349144,0.012121212,0
0,0,0,0,15,384,0,0.014285714,0,0,Dec,3,2,1,2,New_Visitor,0,8.381297333715114,0.007142857,0
0,0,0,0,11,1289.333333,0,0.022222222,0,0,Dec,1,1,6,2,New_Visitor,0,7.265062344660484,0.011111111,0
6,77.5,0,0,71,1361.780952,,0.014003044,0,0,Dec,2,2,9,2,Returning_Visitor,0,31.28691308343327,0.007001522,1
0,0,0,0,2,0,0.2,0.2,0,0,June,2,2,2,3,Returning_Visitor,0,0.8,0.2,0
4,304.6,0,0,7,137.6,0,0.0375,0,0,,3,2,1,5,New_Visitor,0,4.772636834702322,0.01875,0
1,0,0,0,53,1170.733333,0.007272727,0.025454545,31.90320066,0,Aug,2,4,2,3,Returning_Visitor,0,24.026495765071104,0.016363636,1
0,0,0,0,24,530,0,0.01,0,0,,2,6,3,4,Returning_Visitor,1,12.109904808496777,0.005,0
5,91,2,232.8,246,9227.371429,,0.024959839,0,0,Oct,4,1,4,3,Returning_Visitor,1,102.45201514748015,0.015692771,1
0,0,0,0,47,636.7,,0,0,0,Aug,2,4,1,2,New_Visitor,0,21.38314718132849,0,1
15,238.6838095,0,0,33,799.1049417,0.004347826,0.017574237,19.03293603,0,Sep,3,2,3,2,Returning_Visitor,1,15.873897158475986,0.010961032,1
1,34.26666667,2,21.2,8,2398.766667,0,0.022222222,0,0,,4,1,1,3,Returning_Visitor,0,6.713250715810533,0.011111111,0
2,27.2,0,0,62,976.3333333,0.009375,0.015625,0,0,Nov,2,5,7,1,Returning_Visitor,0,27.55393110972173,0.0125,0
0,0,0,0,4,17,,0.075,0,0,Mar,2,2,1,1,Returning_Visitor,0,2.756148703158466,0.0375,0
3,117.5,0,0,14,285.4166667,0,0.00625,0,0,May,3,2,1,2,New_Visitor,1,7.862979050871287,0.003125,0
7,94.84,0,0,43,1487.229317,0.004545455,0.019638695,0,0,Oct,2,4,1,2,Returning_Visitor,0,20.122136925762508,0.012092075,0
0,0,0,0,16,2214.666667,0,0.003921569,92.9041786,0,Oct,2,2,1,2,New_Visitor,0,9.481323446209567,0.001960785,1
0,0,0,0,3,61.75,0,0.066666667,0,0,Nov,2,10,1,3,Returning_Visitor,0,2.855663431204758,0.033333334,0
0,0,0,0,38,1355.366667,0,0.009259259,0,0,Nov,1,2,6,2,Returning_Visitor,0,18.085025934136105,0.00462963,0
5,215.5,0,0,61,1238.066667,0.004761905,0.020740741,0,0.6,May,3,2,3,13,Returning_Visitor,0,27.24884547491364,0.012751323,0
7,102.5,0,0,9,64.75,0,0.027272727,0,0,Nov,2,2,5,2,New_Visitor,0,5.274343868,0.013636364,0
0,0,0,0,25,527.5,0,0.003466667,0,0.8,May,2,2,1,4,Returning_Visitor,0,12.508017122124118,0.001733334,0
0,0,0,0,23,,0,0.017391304,0,0,Dec,1,1,1,2,New_Visitor,1,11.921964046290764,0.008695652,0
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,4,1,Returning_Visitor,1,0.4,0.2,0
3,251,2,104,15,675.8333333,0,0.004166667,0,0,May,2,10,6,1,Returning_Visitor,0,9.006970023363598,0.002083334,0
1,250.5,0,0,1,0,0,0.1,0,0,Nov,2,2,9,13,Returning_Visitor,0,0.4,0.05,0
6,212,1,9,10,491,0,0.004444444,0,0.6,May,1,1,1,2,Returning_Visitor,0,6.6793914865969235,0.002222222,0
4,80,0,0,79,3855.2,,0.028765432,0,0.6,,3,2,3,4,Returning_Visitor,0,34.902975008642116,0.020555556,0
0,0,0,0,18,1360.5,0.016666667,0.040740741,,0.6,May,2,2,6,3,Returning_Visitor,0,10.086536924845525,0.028703703999999997,0
5,231.75,0,0,30,805.7833333,0,0.0203125,0,0,,2,2,4,2,,0,14.677222059233138,0.01015625,0
0,0,0,0,1,0,0.2,0.2,,0,Sep,2,4,4,4,Returning_Visitor,0,0.4,0.2,0
0,0,0,0,4,69,0,0.05,0,0,Nov,3,2,1,3,,0,3.299398096819744,0.025,0
0,0,0,0,42,1349.25,0,0.004065041,0,0,May,1,1,6,4,Returning_Visitor,1,19.68321802,0.002032521,0
4,190,0,0,53,1328.626894,0.017857143,0.022238793,0,0,Dec,1,1,1,10,,1,24.07706146041304,0.020047968,0
0,0,0,0,2,0,0.2,0.2,0,0.8,May,3,2,1,13,Returning_Visitor,0,0.8,0.2,0
0,0,0,0,18,346.5666667,0.02962963,0.062962963,0,0,Nov,2,2,3,2,,0,9.540382597289337,0.046296297,0
1,4.5,0,0,39,908.3333333,0,0.0125,33.6501,0,May,2,2,3,2,,0,18.325084692103438,0.00625,1
3,113.1,0,0,17,237.6066667,0,0.033333333,94.10360412,0,Oct,1,1,2,4,Returning_Visitor,0,8.989926580071504,0.016666667,1
0,0,0,0,4,7,0.1,0.15,0,0,May,2,5,8,1,Returning_Visitor,0,2.4317766166719346,0.125,0
3,90.5,2,16,47,2986.916667,0.022278912,0.044557823,0,0,Dec,2,2,8,1,Returning_Visitor,0,22.400932662656093,0.033418367500000004,0
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,9,1,Returning_Visitor,0,0.4,0.2,0
0,0,0,0,4,47,0,0.05,0,0,,3,2,6,1,Returning_Visitor,0,3.1484804043631565,0.025,0
2,16.2,0,0,3,268,0,0.04,49.55482147,0,Nov,2,2,5,5,,0,3.4378845518407357,0.02,0
0,0,1,0,65,934.8704274,0.008080808,0.036336088,0,0,Oct,1,1,3,2,Returning_Visitor,1,28.93659081,0.022208448000000002,1
0,0,0,0,17,588.6666667,0.011764706,0.035294118,0,0,Mar,2,4,4,1,Returning_Visitor,0,9.351822962219282,0.023529412,0
0,0,0,0,30,1254.295238,0.006666667,0.014666667,0,0,Nov,1,1,3,2,Returning_Visitor,1,14.854050429320589,0.010666667,0
2,143.8,1,0,6,90.75,0.022222222,0.055555556,0,0,May,3,2,8,3,Returning_Visitor,0,4.407626994773873,0.038888888999999996,0
0,0,0,0,3,15,,0.133333333,0,0,Nov,2,2,1,3,Returning_Visitor,0,2.309035488895913,0.1,0
0,0,0,0,28,2102.75,0.058928571,0.078333333,0,0,Jul,3,2,3,13,Returning_Visitor,0,14.260590698202007,0.068630952,0
5,96,0,0,81,2833.814103,0.00021645,0.025137085,0,0,,4,1,7,2,Returning_Visitor,0,35.57989265675115,0.012676768,0
0,0,3,1830.5,81,5000.739116,0.003294118,0.020433155,0,0,Nov,2,2,3,2,Returning_Visitor,1,36.40701638165591,0.011863637,0
2,56.4,1,0,72,2101.467925,0.006140351,0.029986961,0,0,Aug,1,1,2,2,Returning_Visitor,0,32.06034685443308,0.018063656,1
2,139,0,0,5,274.7,0,0.014285714,0,0,Jul,1,1,5,2,,0,4.247725327211901,0.007142857,0
0,0,0,0,39,4022,0,0.034188034,0,0,Nov,2,2,6,1,Returning_Visitor,0,18.919913268779915,0.017094017,0
6,57.5,0,0,66,1285.548533,0.004109589,0.018513906,20.97239726,0,May,2,2,1,6,Returning_Visitor,0,29.263887342338027,0.011311748,1
1,20,0,0,18,512.8333333,0.021052632,0.046491228,4.308315789,0,May,1,1,3,3,Returning_Visitor,0,9.696759583,0.033771930000000006,0
0,0,0,0,8,5,0.15,0.175,0,0.4,May,2,2,1,11,,0,3.916703787691222,0.16249999999999998,0
0,0,0,0,20,196.8333333,0.04,0.063333333,0,0.6,May,2,2,1,4,Returning_Visitor,0,10.114969970085248,0.051666667,0
0,0,0,0,68,746.8,0.002941176,0.011470588,0,0,May,2,2,1,13,,0,29.846854225017207,0.007205882,0
0,0,0,0,4,68,0,0.05,0,0,May,2,2,1,6,Returning_Visitor,0,3.2936426018389042,0.025,0
7,73.9,0,0,58,3441.806667,0,0.010752688,0,0,Oct,2,2,1,2,Returning_Visitor,0,26.45761692371145,0.005376344,0
0,0,0,0,20,469.9761905,0.02,0.064,0,0,,2,2,1,2,Returning_Visitor,0,10.461923016713305,0.042,0
0,0,0,0,2,113,0,0.1,0,0,May,2,2,3,13,Returning_Visitor,0,2.6944793793577984,0.05,0
1,62.5,3,196,36,,0,0.001273148,0,0,May,2,2,6,4,Returning_Visitor,0,17.549449641334856,0.000636574,0
0,0,0,0,6,612.5,0,0.04,0,0,Nov,2,2,1,2,Returning_Visitor,0,4.967672105660387,0.02,0
3,1715,0,0,20,536.6166667,0,0.002898551,0,0,Nov,1,1,1,8,New_Visitor,0,10.514858316309807,0.001449276,0
7,140.5733333,1,108.8,43,1912.751905,0.008333333,0.007777778,19.64189593,0,Nov,3,2,6,5,,0,20.42272837695969,0.008055556,1
12,264.9,2,11,24,1032.3,0.020430108,0.036190476,0,0,Dec,1,1,9,1,Returning_Visitor,1,12.776205137288127,0.028310292,0
2,105,0,0,19,482.5,0,0.008333333,0,0,May,3,2,3,2,New_Visitor,1,10.072420525957341,0.004166667,0
5,180.5,0,0,28,1070.625,0,0.022427035,0,0,Dec,3,2,6,3,Returning_Visitor,0,13.990772586799569,0.011213518,0
1,6,0,0,24,302.9833333,0.018181818,0.022727273,0,0.6,May,3,2,1,3,Returning_Visitor,0,11.886789150092898,0.020454545499999997,0
0,0,0,0,36,472.6666667,0.075675676,0.100510511,0,0.8,May,3,2,7,13,Returning_Visitor,0,16.864201535799747,0.088093094,0
0,0,0,0,26,548.2678571,0.024,0.046666667,0,0,Nov,1,2,6,2,Returning_Visitor,0,12.923434489010011,0.035333334,0
0,0,0,0,13,427.3,0,0.038461538,0,0,,2,5,1,1,Returning_Visitor,0,7.623929554,0.019230769,0
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,2,Returning_Visitor,0,0.4,0.2,0
15,190.55,2,6,21,280.65,0.031313131,0.043198653,0,0,Oct,1,1,7,3,Returning_Visitor,0,11.05626606613629,0.037255892,0
0,0,0,0,2,0,0,0.2,0,0,Nov,1,1,1,1,Returning_Visitor,0,0.8,0.1,0
0,0,0,0,57,1718.5,0.039766082,0.054736842,0,0.8,,1,1,2,3,Returning_Visitor,0,25.77991553194893,0.047251462,0
1,24,1,239,11,839.5,0.016666667,0.05,0,0,Mar,1,1,4,2,Returning_Visitor,0,7.293598781139469,0.033333334,0
1,6,0,0,14,1626,0.051282051,0.092307692,0,0,,1,1,1,1,Returning_Visitor,0,8.557797242887617,0.071794872,0
8,120.6666667,2,559,44,1470.333333,0.016,0.019207792,7.435866667,0,May,1,2,1,4,Returning_Visitor,1,20.91756971916881,0.017603896,0
0,0,0,0,24,981.1666667,0.051388889,0.084722222,0,0,May,2,2,1,11,,1,12.35590440625752,0.068055556,0
4,20,0,0,57,1008.916667,0.003508772,0.029239766,5.304,0,May,2,5,2,6,Returning_Visitor,1,25.56704923940422,0.016374269,1
0,0,3,45.5,117,3228.502137,,0.018995891,0,0,Nov,1,2,1,2,Returning_Visitor,1,50.632033306873865,0.012464047,1
1,0,0,0,19,2236.9,0,0.027777778,19.59533333,0,May,4,1,2,4,Returning_Visitor,1,10.685317282048445,0.013888889,1
0,0,0,0,26,392,0.007692308,0.030128205,0,0,Mar,2,2,4,1,Returning_Visitor,0,12.789523844747706,0.018910257,0
2,90,0,0,19,921.6,0.02,0.03,55.46963196,0,Nov,3,2,3,8,Returning_Visitor,0,10.330878308449488,0.025,1
0,0,0,0,0,0,0.2,0.2,0,0,Nov,1,1,9,3,,0,0,0.2,0
6,101.2,2,438.7,53,1692.694155,0.012068966,0.022197723,0,0,Aug,3,2,4,1,Returning_Visitor,0,24.573866925146696,0.017133345,0
6,224,0,0,33,677.95,0.005714286,0.01968254,0,0,May,3,2,3,4,Returning_Visitor,0,15.808218994857922,0.012698412999999999,0
5,60,1,0,10,647.6666667,0.016666667,0.04,0,0,May,2,4,1,2,,1,6.789967589651692,0.028333333500000002,0
0,0,0,0,8,143.2,0,0.029166667,0,0,Nov,3,2,1,2,Returning_Visitor,0,5.18848049,0.014583334,0
2,47,0,0,11,624,0,0.020512821,0,0,Mar,2,2,1,1,Returning_Visitor,0,6.9751006598945615,0.010256411,0
8,122.1,2,0,20,695.19375,,0.058821329,0,0,Nov,1,1,8,2,Returning_Visitor,1,11.018251199212669,0.035460047,0
2,22.9,0,0,145,5962.732411,0.002857143,0.013265367,0.780277403,0,Nov,2,10,7,3,Returning_Visitor,1,61.47738072300287,0.008061255,1
0,0,0,0,29,,0.013793103,0.028965517,0,0,Mar,2,2,1,13,,0,14.842304124611314,0.02137931,0
1,10.1,0,0,10,256.1857143,0,0.007407407,46.84856664,0,Aug,1,1,2,2,New_Visitor,1,6.219919379065525,0.003703704,1
8,674,0,0,18,1090.533333,0.008695652,0.026086957,69.2786087,0,May,2,2,1,4,Returning_Visitor,0,9.998135486,0.017391305,1
1,585.5,0,0,80,3634.141512,0.004320988,0.007864356,26.41113767,0,Nov,3,2,2,2,Returning_Visitor,0,35.27936133,0.006092672,1
5,1415.5,0,0,34,588.3666667,0,0.030246914,8.041078329,0,Aug,2,5,1,1,Returning_Visitor,0,16.15161941,0.015123457,1
2,58.5,0,0,11,1568.5,0,0.036363636,0,0,Nov,2,2,7,2,,0,7.343404950512804,0.018181818,0
15,176.489011,1,32.75,95,3879.83176,,0.017745098,0,0,Nov,3,2,3,10,Returning_Visitor,1,41.505521912310854,0.009852941,1
2,152.2,0,0,28,494.88,0,0.013793103,0,0,,1,8,7,1,New_Visitor,0,13.68253358478798,0.006896552,0
6,159.7,1,72.6,44,531.72,0,0.003921569,,0,Oct,2,2,2,5,New_Visitor,0,20.311198383120946,0.001960785,0
2,190.75,0,0,36,1604.791667,0,0.012719298,0,0,Dec,3,2,1,2,Returning_Visitor,1,17.352548865769354,0.006359649,0
2,47,0,0,21,825.0833333,,0.009090909,10.7929507,0,Mar,2,2,2,2,New_Visitor,0,11.086678262481819,0.004545455,1
0,0,0,0,13,598.5,0,0.016666667,0,0,Nov,2,10,7,2,New_Visitor,0,7.7584383897870275,0.008333334,0
4,110.5666667,0,0,28,1203.72,0.00625,0.0125,0,0,Nov,2,2,5,2,New_Visitor,1,14.037600981511426,0.009375,0
0,0,0,0,6,,,0.066666667,0,0,,2,5,1,3,Returning_Visitor,0,4.2380479400538364,0.033333334,0
6,360.9166667,4,114.2,17,806.65,0.01,0.015,0,0,June,2,10,3,5,New_Visitor,1,10.277651518543907,0.0125,0
0,0,0,0,6,286.2,0,0.022222222,0,0,Aug,2,2,6,1,Returning_Visitor,0,4.6640715348696276,0.011111111,0
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,1,Returning_Visitor,0,0.4,0.2,0
4,364.5,0,0,27,955.525,0.013333333,0.022222222,0,0,,3,2,3,1,,1,13.545322770198561,0.017777778,0
0,0,0,0,15,259.6666667,0,0.026666667,0,0,,1,1,2,2,Returning_Visitor,1,8.225296980802032,0.013333334,0
0,0,0,0,7,267.5,0.028571429,0.064285714,0,0,Dec,2,2,6,3,Returning_Visitor,0,5.037140365579568,0.046428571499999995,0
0,0,0,0,9,53,0.066666667,0.111111111,0,0,Dec,2,5,3,1,,1,5.1955936186257095,0.088888889,0
0,0,0,0,5,89.5,0.04,0.053333333,0,0,Dec,1,1,3,2,Returning_Visitor,1,3.8021399402823524,0.046666666499999995,0
7,229.75,0,0,33,760.6190476,0,0.011111111,51.86660251,0,Nov,2,2,3,2,New_Visitor,0,15.854178597257363,0.005555556,1
0,0,0,0,3,181,0.066666667,0.1,0,0,Dec,2,2,3,2,,0,3.2816026748307183,0.083333334,0
1,119.8,0,0,10,175.35,,0.009090909,0,0,,1,1,5,3,Returning_Visitor,0,6.068988262672825,0.004545455,0
1,9,0,0,11,467,,0.02,79.182,0,,2,4,1,1,Returning_Visitor,0,6.859387318367059,0.01,1
0,0,0,0,1,0,,0.2,0,0,Dec,1,1,4,1,Returning_Visitor,0,0.4,0.2,0
13,331.9833333,5,128,202,8217.678753,0.001904762,0.013668745,3.651726351,0,,2,2,3,10,Returning_Visitor,1,85.40566589579446,0.007786754,1
3,90.51111111,0,0,24,669.9166667,0,0.002777778,0,0,May,2,2,4,3,New_Visitor,0,12.203457974624667,0.001388889,0
1,16,3,585.625,40,765.0416667,0.010731707,0.023436807,0,0,Dec,3,2,4,2,Returning_Visitor,0,19.256494625372376,0.017084257,0
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,3,Returning_Visitor,0,0.4,0.2,0
6,342.1,0,0,82,895.1111111,0.002325581,0.004844961,0,0,Sep,2,2,1,3,Returning_Visitor,0,35.51922576528428,0.003585271,0
0,0,0,0,20,2981.166667,0,0.01,0,0,Feb,2,4,4,4,Returning_Visitor,0,11.200162153910233,0.005,0
5,41.7,1,114,401,14568.16201,0.006633907,0.020148947,,0,,2,2,4,1,Returning_Visitor,0,164.43466495311154,0.013391427000000001,1
0,0,0,0,30,1438,0,0.013793103,100.1655678,0,,4,1,1,3,Returning_Visitor,0,14.908681482754947,0.006896552,1
0,0,0,0,1,0,0.2,0.2,0,0.4,May,1,8,7,4,Returning_Visitor,0,0.4,0.2,0
4,92.1,2,28.2,29,852,0.00625,0.022395833,0,0,Aug,2,5,8,5,Returning_Visitor,0,14.699503818996673,0.014322916500000001,0
0,0,1,929,75,4105.666667,0.002631579,0.017324561,0,0,Mar,2,2,3,1,,0,33.52814677940023,0.00997807,1
0,0,0,0,12,505.3333333,,0.123412698,,0.4,May,2,2,1,6,Returning_Visitor,0,7.290878085544733,0.103373016,0
5,67.5,3,245,32,1929.329762,0,0.00430839,0,0,Mar,2,4,1,1,Returning_Visitor,0,16.426178451377492,0.002154195,0
0,0,0,0,2,0,0.2,0.2,0,0,Nov,2,10,2,10,Returning_Visitor,0,0.8,0.2,0
4,67.07142857,0,0,21,2588.958333,0,0.011041667,0,0,Mar,3,2,2,8,New_Visitor,1,11.543758826767757,0.005520834,0
0,0,0,0,4,34.2,0.05,0.1,0,0,Oct,2,2,1,5,,0,3.0244184330416206,0.075,0
1,43,1,0,3,65,0,0.04,0,0.6,May,2,2,1,4,Returning_Visitor,0,3.0758618968105704,0.02,0
0,0,0,0,3,6,0.066666667,0.133333333,0,0.6,May,2,2,1,1,Returning_Visitor,0,1.9783640596221255,0.1,0
7,280,0,0,21,612.75,,0.008695652,43.81043478,0,May,2,2,2,1,Returning_Visitor,0,10.967835071643492,0.004347826,1
1,2,0,0,23,1016.160714,0.024347826,0.02402746,0,0,Nov,3,2,2,13,Returning_Visitor,0,11.969908164438195,0.024187643,0
0,0,0,0,7,63,0.028571429,0.071428571,0,0.6,Feb,2,2,1,3,Returning_Visitor,0,4.463553233343869,0.049999999999999996,0
2,37.5,0,0,12,375,0,0.039583333,43.99,0,May,2,2,3,2,Returning_Visitor,0,7.171835657355959,0.019791667,1
1,88.7,0,0,34,620.13,0.054285714,0.083095238,0,0,Oct,3,2,6,13,Returning_Visitor,0,16.172616159919812,0.068690476,0
3,14.5,0,0,61,1423.967857,0.01,0.022611111,7.998,0.8,May,2,2,7,4,Returning_Visitor,0,27.30476181438285,0.016305556,0
0,0,0,0,1,0,0.2,0.2,0,0,June,3,2,3,13,Returning_Visitor,0,0.4,0.2,0
0,0,0,0,38,1338.778571,,0.024532828,0,0,Nov,1,1,1,3,Returning_Visitor,1,18.08010385350721,0.01782197,0
1,85,0,0,14,306.5,0,0.004444444,0,0,Mar,2,2,3,2,Returning_Visitor,0,7.891390034898629,0.002222222,0
4,73,0,0,34,1001.166667,0,0.017959184,0,0,May,2,5,4,3,,1,16.36396784085765,0.008979592,0
0,0,0,0,12,1145.416667,0.009090909,0.048484848,0,0,Nov,3,2,8,10,Returning_Visitor,1,7.617758565985504,0.028787879,0
8,224,0,0,16,315.25,0,0.011111111,0,0,,3,2,1,5,New_Visitor,0,8.702613216016692,0.005555556,0
4,71.3,0,0,66,4415.333333,0.009950249,0.02453119,0,0.4,May,2,2,6,11,Returning_Visitor,0,29.757226027249818,0.01724072,1
15,591.6636364,0,0,56,2504.413636,0.004918033,0.011662763,8.184095082,0,,3,2,1,2,Returning_Visitor,0,25.530483649615668,0.008290398,1
6,104.1136364,3,95,95,2411.789279,0,0.01068254,16.78420229,0,May,3,2,5,6,Returning_Visitor,0,41.715415493767395,0.00534127,1
2,117,0,0,13,309.9333333,0,0.013333333,0,0,Mar,2,2,2,2,New_Visitor,0,7.495831410728366,0.006666667,0
1,11,2,42,37,1517.75,0.019512195,0.041869919,0,1,,2,2,1,6,Returning_Visitor,1,18.130257162835544,0.030691057,0
0,0,0,0,6,109.25,0,0.033333333,0,0,Dec,8,13,9,20,Other,0,4.281100205730782,0.016666667,0
